File_Name	Modern_English	Reformed_Word	Conjugations	Part_of_Speech
flare	flare	flaire	-s -d -ing	verb
flare	flare	flaire,	flairs	masculine noun
flee	flee	flihe	-s fled -ing	verb
flee	fleer	fliheur	-s	masculine noun
from	from	from		preposition
faith	faith	feiþ	-s	masculine noun
faith	faithful	feiþful	-ly -ness	adjective, noun
faith	faithless	feiþless	-ly -ness	adjective
fill	fill	fille,	fills	masculine noun
fill	filler	filleur,	fillor -s	masculine noun
fill	full	fûl	-ly -ar -est	adjective
forecastle	forecastle	focsle,	focsels	masculine noun
ferry	ferry	ferrie	-s -d ferrying	verb
ferry	ferry	ferrie,	ferris	masculine noun
ferry	ferrier	ferrior	-s	masculine noun
flank	flank	flânque	flânc(s -d -ing	verb
flank	flank	flânc	-s	masculine noun
feel	feel	fiele	-s felt -ing	verb
feel	feel	fiele,	fiels	masculine noun
fox	fox	fox	-es	masculine noun
fur	fur	furre,	furs	masculine noun
fur	fur	furre	fur(s -d -ing	verb
fur	furry	furry	-iar -iest -iness	adjective
flow	flow	floe,	flos	masculine noun
fountain	fountain	fôntan	-s	masculine noun
forfeit	forfeit	forfait	-s	masculine noun
forfeit	forfeiture	forfaițure,	forfaițurs	masculine noun
xylophone	xylophone	xŷlophone,	xŷlophons	masculine noun
lie	lay	láie	-s lay laine láying	verb
lie	lie	láie,	láis	masculine noun
lie	lie	lîe	-s -d lyhing	verb
lie	lie	lîe,	lîs	masculine noun
lie	liar	lîeur	-s	masculine noun
lichen	lichen	lîcon	-s	masculine noun
lawn	lawn	laone,	laons	masculine noun
lawn	lawn	laone,	laons	masculine noun
lay	lay	laie	-s -d laying	verb
lay	lay	laie,	lays	masculine noun
lay	layover	layovre,	layovars	masculine noun
lay	layaway	layauaie,	layauays	masculine noun
lay	layer	layure,	layurs	masculine noun
laze	lazy	lâsy	-iar -iest -ily -iness	adjective
laze	laze	lâse	-s -d -ing	verb
leash	leash	liesce	-s	masculine noun
leash	leash	liesce	-s -d -ing	verb
light	light	loihte	-s liht -ing	verb
light	light	loihte,	loihts	masculine noun
light	lighten	loihtane	-s -d -ing	verb
light	lightning	loihtning		masculine noun
light	light	loiht	-ar -est	adjective
light	lighter	loihtor	-s	masculine noun
lack	lack	lac		masculine noun
lack	lack	lache	lac(s -d -ing	verb
lace	lace	laice	-s	masculine noun
lace	lace	laice	-s -d -ing	verb
lace	lasso	laço	-s	masculine noun
lace	lasso	laçoe	-s -d -uing	verb
long	long	lòng	-ar longuest	adjective, adverb
long	long	longue	lòng(s -d -ing	verb
long	along	alòng		preposition, adverb
long	belong	belongue	belòng(s -d -ing	verb
long	length	laingþ	-s	masculine noun
long	lengthy	laingþy	-ier -iest	adjective
long	lengthen	laingþane	-s -d -ing	verb
laugh	laugh	lafhe,	lafhs	masculine noun
laugh	laugh	lafhe	-s -d -ing	verb
laugh	laughter	lafture		masculine noun
like	like	lîche	lîc(s -d -ing	verb
like	like	lîc	-s	masculine noun
like	dislike	dislîche	dislîc(s -d -ing	verb
like	mislike	mislîche	mislîc(s -d -ing	verb
like	likeable	lîcable		adjective
like	like	lîc		adjective
like	like	lîc		adverb
like	like	lîc		conjunction
like	like	lîc		preposition
like	unlike	unlîc		adjective
like	alike	alîc		adjective
like	likeness	lîchness	-es	masculine noun
like	liken	lîcane	-s -d -ing	verb
like	likely	lîcly		adjective, adverb
like	unlikely	unlîcly		adjective, adverb
like	likewise	lîcoîs		adverb
like	likelihood	lîclihud	-s	masculine noun
like	lich	lic̃e	-s	masculine noun
like	ilk	ilc,	ilx	masculine noun
line	line	ligne,	ligns	masculine noun
line	line	ligne	-s -d -ing	verb
line	lineage	liniage	-s	masculine noun
line	line	lîne	-s -d -ing	verb
line	linen	linon	-s	adjective, masculine noun
large	large	large	largiar largest	adjective
large	large	largely		adverb
large	enlarge	enlarge	-s -d -ing	verb
large	enlargement	enlargement		feminine noun
loud	loud	laûd	-ly -ar -est	adjective
ladle	ladle	lâdle,	lâduls	masculine noun
ladle	ladle	lâdle	-s -d -ing	verb
label	label	lâble,	lâbuls	masculine noun
lake	lake	lâc	-s	masculine noun
lake	lagoon	lagoune,	lagouns	feminine noun
lake	lacquer	lacre,	lacars	masculine noun
lake	lacquer	laquer	lacre(s lacred laquering	verb
lake	lac	laque,	lacs	masculine noun
lake	lake	lâque,	laix	masculine noun
lake	lake	lâque	lâc(s lâqued lâquing	verb
lettuce	lettuce	laitace		masculine noun
lush	lush	losce	-s	adjective, masculine noun
lush	lush	losce	-s -d -ing	verb
lieutenant	lieutenant	lutènant	-s	feminine noun
lick	lick	liche	lic(s -d -ing	verb
lick	lick	lic,	lix	masculine noun
leave	leave	lievfe	-s laift -ing	verb
leave	leave	lievfe,	lievfs	masculine noun
link	link	linc	-s	masculine noun
link	link	linque	linc(s -d -ing	verb
leisure	leisure	liz̦ure,	liz̦urs	masculine noun
launch	launch	launc̃e	-s -d -ing	verb
launch	launch	launc̃e	-s	masculine noun
loose	loose	louss	-ar -est	adjective
loose	loosen	loussane	-s -d -ing	verb
lesson	lesson	leçon	-s	masculine noun
listen	listen	lissane	-s -d -ing	verb
listen	listen	lissan	-s	masculine noun
listen	listener	lisseneur,	lissenor -s	masculine noun
liter	liter	lítre,	lítars	masculine noun
load	load	lode,	loads	masculine noun
load	load	lode	-s -d -ing	verb
loaf	loaf	lofe,	loafs	masculine noun
loaf	loaf	lofe	-s -d -ing	verb
lion	lion	lîon	-s	masculine noun
liver	liver	livre,	livars	masculine noun
leech	leech	loic̃e	-s	masculine noun
libration	libration	librâcion	-s	feminine noun
libration	librational	librâcional	-ly -ness	adjective
libration	libratory	lîbratory		adjective
lodge	lodge	láge	-s	masculine noun
lodge	lodge	láge	-s -d -ing	verb
lodge	lodger	lágeur	-s	masculine noun
leather	leather	leþre,	leþers	masculine noun
leather	leathery	leþery		adjective
library	library	lîbrarie	-is	masculine noun
library	librarian	librârian	-s	feminine noun
lemon	lemon	lemon	-s	masculine noun
lemon	lemonade	lemonâde,	lemonâds	feminine noun
leak	leak	lieche	liec(s -d -ing	verb
leak	leak	liec,	liex	masculine noun
leak	leaky	liechy		adjective
learn	learn	lêne	-s -d -ing	verb
lock	lock	loc,	lox	masculine noun
lock	lock	loche	loc(s -d -ing	verb
lock	lock	loc,	lox	masculine noun
lease	lease	liesse	-s -d -ing	verb
lease	lease	liess	-es	masculine noun
lease	re-lease	riliesse	-s -d -ing	verb
leopard	leopard	lepard	-s	masculine noun
lift	lift	lifte	-s -d -ing	verb
lift	lift	lifte,	lifts	masculine noun
Louisiana	Louisiana	Louisiàna		feminine noun
Louisiana	Louisianan	louisiànan	-s	adjective, feminine noun
lash	lash	lasce	-s -d -ing	verb
lend	lend	lende	-s laint -ing	verb
litter	litter	litture,	litturs	masculine noun
litter	litter	litture	-s -d -ing	verb
luminate	luminate	luminait	-s -ed -ing	verb
luminate	luminous	luminus		adjective
luminate	luminosity	luminossetie		feminine noun
liquid	liquid	liqüid		adjective, masculine noun
liquid	liquidity	liqüidatie,	liqüidatis	feminine noun
liquid	liquidate	liqüidait	-s -ed -ing	verb
liquid	liquidation	liqüidâcion	-s	feminine noun
legal	legal	lígal		adjective, masculine noun
legal	legality	ligaletie	-is	feminine noun
legal	legalese	ligalise		feminine noun
lever	lever	levre,	levars	masculine noun
lever	leverage	levrage	-s	masculine noun
lever	leverage	levrage	-s -d -ing	verb
lair	lair	laire,	lairs	masculine noun
lump	lump	lompe,	lomps	masculine noun
lump	lump	lompe	-s -d -ing	verb
let	let	lete	-s lait -ing	verb
let	letdown	laitdôn	-s	masculine noun
lunch	lunch	lonc̃e	-s -ed -ing	verb
lunch	lunch	lonc̃e	-s	masculine noun
letter	letter	lettre,	lettars	masculine noun
letter	letter	letter	lettre(s lettred lettering	verb
luscious	luscious	lusceus		adjective
leer	leer	liore	-s -d -ing	verb
leer	leer	lior	-s	masculine noun
leer	leery	liory	-iar -iest	adjective
lame	lame	lâme		adjective
lame	lame	lâme	-s -d -ing	verb
lame	lamé	lameie,	laméis	feminine noun
labor	labor	lâbor	-s	masculine noun
labor	labor	lâbore	-s -d -ing	verb
labor	laborer	lâboror	-s	masculine noun
labor	laborious	laborieus	-ly	adjective
labor	laboratory	labratorie	-is	masculine noun
leach	leach	liec̃e	-s -d -ing	verb
live	live	lîve		adjective
live	lively	lîvely	-iar -iest	adjective, adverb
live	alive	alîve		adjective
live	life	lîfe,	lîfs	masculine noun
lavish	lavish	lavisce		adjective
lavish	lavish	lavișe	-s -d -ing	verb
lane	lane	lâne,	lâns	masculine noun
liquor	liquor	licor	-s	masculine noun
liquor	liquor	licore	-s -d -ing	verb
liquor	licorice	licoriș		masculine noun
literature	literature	litterațure		masculine noun
literature	literation	litterâcion		feminine noun
literature	literate	litterat		adjective
literature	illiterate	illitterat		adjective
literature	literacy	litteracie,	litteracy	masculine noun, adjective
literature	illiteracy	illitteracie,	illitteracy	feminine noun, adjective
literature	literati	litterati		feminine noun
laurel	laurel	laurele,	laurels	masculine noun
lean	lean	hline	-s -d -ing	verb
lean	lean	hline	hlínar hlinest	adjective
law	law	lahe,	laus -s	masculine noun
law	lawyer	laheur,	loyeur -s	masculine noun
latch	latch	lac̃e	-s -d -ing	verb
latch	latch	lac̃e	-s	masculine noun
leaf	leaf	liefe,	liefs	masculine noun
leaf	leaf	liefe	-s -d -ing	verb
liberate	liberate	liberait	-s -ed -ing	verb
liberate	liberation	liberâcion	-s	feminine noun
liberate	liberational	liberâcional	-ly	adjective
liberate	liberator	liberaitor	-s	masculine noun
liberate	liberty	libertie	-is	masculine noun
liberate	liberatory	libratory	-ily	adjective
liberate	liberal	libral	-ly	adjective, masculine noun
liberate	liberalize	libralyse	-s -d -ing	verb
liberate	liberalization	libralisâcion	-s	feminine noun
liberate	liberalism	libralism	-s	masculine noun
liberate	liberality	libraletie	-is	feminine noun
luck	luck	hluc		masculine noun
luck	luck	hluche	luc(s -d -ing	verb
luck	lucky	hluchy	-ily	adjective, adverb
lore	lore	lore,	lors	masculine noun
lead	lead	lide	-s laid -ing	verb
lead	lead	lide,	líds	masculine noun
lead	lead	lead		adjective, masculine noun
lead	lead	leade	-s lead -ing	verb
loan	loan	loane,	loans	masculine noun
loan	loan	loane	-s -d -ing	verb
lite	light	lîht	-ar -est	adjective
lite	lighten	lîhtane	-s -d -ing	verb
locomotion	locomotion	locomocion	-s	feminine noun
locomotion	locomotive	locomótif	-s	adjective, feminine noun
lox	lox	láx		masculine noun
lei	lei	leie,	leis	masculine noun
language	language	lânguage	-s	masculine noun
luxury	luxurious	lux̦urieus	-ly	adjective
lime	lime	lîme,	lîms	masculine noun
lunge	lunge	longe	-s	masculine noun
lunge	lunge	longe	-s -d -ing	verb
lotion	lotion	locion	-s	masculine noun
lotion	lotion	locione	-s -d -ing	verb
leek	leek	lique,	lícs	masculine noun
liege	liege	liege	-s	adjective, masculine noun
lounge	lounge	lônge	-s	masculine noun
lounge	lounge	lônge	-s -d -ing	verb
log	log	logue,	logs	masculine noun
log	log	logue	log(s -d -ing	verb
lesion	lesion	lísion	-s	masculine noun
liquify	liquefaction	liqüefaccion	-s	feminine noun
look	look	lôche	lôc(s -d -ing	verb
look	look	lôc,	leox	masculine noun
look	lookout	lôcaut	-s	masculine noun
limit	limit	limit	-s -ed -ing	verb
limit	limit	limit	-s	masculine noun
limit	limitation	limitâcion	-s	feminine noun
lose	lose	louse	-s lòst -ing	verb
lose	loser	lousor	-s	masculine noun
lose	loss	lòss	-es	masculine noun
lose	lost	lòst		adjective
low	low	loe	louar louest, loely	adjective, masculine noun, adverb
low	lowercase	louarcaiss		adjective
low	lowercase	louarcaisse	-s -d -ing	verb
low	low	hloe	-s -d hlouing	verb
low	low	hloe,	hlos	masculine noun
lye	lye	laihe		masculine noun
love	love	love	-s	masculine noun
love	love	love	-s -d -ing	verb
love	lovely	lovely		adjective
louse	lice	lause,	lîce	masculine noun
louse	lousy	lausy		adjective
locate	local	local	-s -ly	adjective, masculine noun
locate	locality	localetie	-is	feminine noun
locate	locate	locait	-s -ed -ing	verb
locate	locator	locaitor	-s	masculine noun
locate	location	locâcion	-s -al	feminine noun
locate	localize	localyse	-s -d -ing	verb
locate	localization	localisâcion	-s	feminine noun
locate	localist	localist	-s	masculine noun
locate	localism	localism		masculine noun
ox	oxen	ox,	oxen	masculine noun
obey	obedience	obídience	-s	feminine noun
obey	obedient	obídient	-ly	adjective
obey	obeisance	obéissance	-s	feminine noun
obey	obeisant	obéissant	-ly	adjective
odor	odor	ódor	-s -less -ed	masculine noun
odor	odorous	ódorus		adjective
owl	owl	ôle,	ôels	masculine noun
or	or	or		conjunction
ocean	ocean	ócian	-s	masculine noun
ocean	oceanic	oçianic		adjective
ocean	oceanography	ocianographie	-is	feminine noun
ocean	oceanographer	ocianographor	-s	feminine noun
ore	ore	ore,	ors	masculine noun
oat	oat	oate,	oats	masculine noun
oat	oatmeal	oatmial		masculine noun, adjective
oasis	oasis	oâsis,	oâsies	feminine noun
on	on	on		preposition
oast	oast	oaste,	oasts	masculine noun
oligarchy	oligarchy	oligarchie	-is	masculine noun
oligarchy	oligarch	oligarc,	oligarx	masculine noun
oligarchy	oligarchic	oligarchic	-ly	adjective
oligarchy	oligarchic	oligarchical		adjective
oak	oak	oac,	oax	masculine noun, adjective
ordinate	ordinate	ordinait	-s -ed -ing	verb
ordinate	ordinate	ordinat	-s	adjective, masculine noun
ordinate	ordination	ordinâcion	-s	feminine noun
ordinate	ordinal	ordenal		adjective, masculine noun
ordinate	ordinance	ordenance		masculine noun
ordinate	ordnance	ordnance	-s	masculine noun
occupy	occupy	occupae	-s -d -yhing	verb
occupy	occupier	occupaior	-s	masculine noun
occupy	occupant	occupant	-s	adjective, masculine noun
occupy	occupancy	occupancie	-is	masculine noun
occupy	occupation	occupâcion	-s	feminine noun
occupy	occupational	occupâcional	-s	adjective, feminine noun
overthrow	overthrow	overþroe	-s overþrou overþroen overþrouing	verb
overthrow	overthrow	overþroe,	overþros	feminine noun
object	object	object,	objecs	masculine noun
object	object	objecte	objecs -d -ing	verb
object	objectionable	objeccionable		adjective
object	objectify	objectifae	-s -d objectifyhing	verb
object	objectification	objectificâcion	-s	feminine noun
object	objective	objectif	-s	adjective, feminine noun
object	objection	objeccion	-s	feminine noun
object	objectivity	objectivatie	-is	feminine noun
object	objectivism	objèctivism		feminine noun
object	objectivize	objectivyse	-s -d -ing	verb
offer	offer	offir	offre(s offred offiring	verb
offer	offer	offre,	offirs	masculine noun
order	order	ordre,	ordirs	masculine noun
order	order	ordir	ordre(s ordred ordiring	verb
order	orderly	ordirly		adverb, adjective
oven	oven	oven	-s	masculine noun
onion	onion	ognon	-s	masculine noun
one	one	uan		adjective, pronoun, masculine noun
one	once	uance		adverb
orc	orc	orc,	orx	masculine noun
out	out	aut		preposition
opine	opine	opîne	-s -d -ing	verb
opine	opinion	opinion	-s	feminine noun
operate	operate	opperait	-s -ed -ing	verb
operate	operation	opperâcion	-s -al	feminine noun
operate	operator	opperaitor	-s	masculine noun
operate	operative	oppratif	-s	masculine noun
of	of	of		preposition
old	old	óld	-ar -est	adjective
open	open	ópane	-s -d -ing	verb
open	open	ópan		adjective
outside	outside	autsîde		preposition
oppose	oppose	oppose	-s -d -ing	verb
oppose	opposable	oppósable		adjective
oppose	opponent	opponent	-s	adjective, feminine noun
oppose	opposite	opposit	-s -ness	adjective, masculine noun, adverb, preposition
oppose	opposition	opposicion	-s -al	feminine noun
oppose	opposition	opposicional		adjective
ordinary	ordinary	ordinairy,	ordinârily; ordinarie	adjective, masculine noun
occasion	occasion	occâsion	-s	feminine noun
occasion	occasion	occâsione	-s -d -ing	verb
occasion	occasional	occâsional	-ly	adjective
occur	occur	occûre	-s -d -ing	verb
occur	occurrence	occûrence	-s	feminine noun
observe	observe	obsêve	-s -d -ing	verb
observe	observation	obsirvâcion	-s	feminine noun
observe	observant	obsêvant		adjective
observe	observance	obsêvance		feminine noun
observe	observable	obsêvable	-abils	feminine noun, adjective
observe	observative	obsêvatif		adjective
olive	olive	olïve	-s	masculine noun, adjective
oil	oil	euile,	euyels	masculine noun
oil	oil	euile	-s -d -ing	verb
ordain	ordain	ordeine	-s -d -ing	verb
ordain	ordainment	ordéinment	-s	feminine noun
oneiric	oneiric	onîric		adjective
oar	oar	oare,	oars	masculine noun
oar	oar	oare	-s -d -ing	verb
Oregon	Oregon	Orgon		masculine noun
Oregon	Oregonian	orgónian		adjective, feminine noun
octopus	octopus	octopus	-pae	masculine noun
off	off	off		preposition
oath	oath	oaþ	-s	masculine noun
onto	onto	onto		preposition
ogre	ogre	ógre,	ógars	masculine noun
over	over	ovre		preposition
Ohio	Ohio	Ohîo		feminine noun
Ohio	Ohioan	ohîoan	-s	adjective, feminine noun
omniscent	omniscent	omnisçent		adjective
omniscent	omniscience	omnisçence		feminine noun
orange	orenge	aurenge	-s	masculine noun, adjective
oyster	oyster	oistre,	oistars	masculine noun
office	office	òffice	-s	masculine noun
office	officer	òffiçor	-s	masculine noun
office	officeship	òfficescip	-s	masculine noun
office	official	official	-s -ly	adjective, feminine noun
office	officialdom	officialdom		feminine noun
office	officialese	officialise		feminine noun
office	officiant	offiçiant	-s	feminine noun
office	officiate	offiçiait	-s -ed -ing	verb
office	officiation	offiçiâcion	-s	feminine noun
office	officinal	officinal	-s	adjective, feminine noun
office	officious	officeus	-ly	adjective
Oklahoma	Oklahoma	Oclahóma		feminine noun
Oklahoma	okie	oclahóman,	óchie	adjective, feminine noun, masculine noun
oink	oink	oinque	oinc(s -d -ing	masculine noun
oink	oink	oinc	-s	masculine noun
organ	organ	organ	-s	masculine noun
organ	organic	organic	-ly	adjective
organ	organism	organism	-s	masculine noun
organ	organize	organyse	-s -d -ing	verb
organ	organization	organisâcion	-s	feminine noun
other	other	oþre,	oþars	adjective, masculine noun
other	otherwise	oþreuîs		adverb, adjective
other	another	anoþre		pronoun, adverb
overstrain	overstrain	ovrestraigne	-s -d -ing	verb
obtain	obtain	obteine	-s -d -ing	verb
obtain	obtainable	obtéinable		adjective
obtain	obtainment	obtéinment		feminine noun
opposite	opposite	opposit		preposition
own	own	one		adjective
own	own	one	-s -d -ing	verb
oust	oust	ôuste	-s -d -ing	verb
oust	oust	ôuste,	ôusts	masculine noun
oust	ouster	ôustre,	ôustars	masculine noun
ordeal	ordeal	ordiele,	ordiels	feminine noun
